Full Name,Draft Value,Initial State,Initial Team Color,Initial Ideology,Draft Year,Historic Retirement,Death Year,First Year Command,First Year Legislative,First Year Governing,First Year Judicial,First Year Military,First Year Administrative,Flip Date Year 1,Flip Date Year 2,Flip Date Year 3
Hale Boggs,3.5,LA,Blue,Cons,1940,,1972,0,1,1,0,0,0,,,
William E Miller,3.5,NY,Red,Cons,1940,1972,1983,0,1,0,0,0,1,,,
Cliff Finch,3.5,MS,Blue,RW Pop,1952,,1986,0,1,1,0,0,0,,,
Hugh Gallen,3.5,NH,Blue,Mod,1952,,1982,0,1,1,0,0,0,,,
J Howard Edmondson,3.5,OK,Blue,Lib,1952,,1971,0,1,1,0,0,0,,,
Robert Docking,3.5,KS,Blue,Mod,1952,,1983,0,0,2,0,0,0,,,
Scott M Matheson,3.5,UT,Blue,Cons,1956,,1990,0,0,2,0,0,0,,,
Sonny Bono,3.5,CA,Red,Mod,1960,,1998,0,1,1,0,0,0,,,
Josiah Harmar,3,PA,Red,Mod,1780,1792,1813,0,0,0,0,2,0,,,
David Levy Yulee,3,FL,Blue,Trad,1836,1860,1886,0,1,0,0,0,0,,,
Abe Fortas,3,TN,Blue,Lib,1936,1972,1982,0,0,0,2,0,0,,,
Daniel Flood,3,PA,Blue,Mod,1928,1980,1994,0,1,0,0,0,0,,,
Jean-Claude Duvalier,3,Carribean,Red,Trad,1976,,2014,0,0,0,0,0,0,,,
Samuel Doe,3,Liberia,Trad,Red,1976,,1990,0,0,0,0,0,0,,,
Bill Sheffield,3,AK,Blue,Lib,1956,1988,,0,0,1,0,0,0,,,
Clayton Williams,3,TX,Red,Cons,1956,1992,2020,0,0,1,0,0,0,,,
Edward DiPrete,3,RI,Red,Cons,1960,1992,,0,0,1,0,0,0,,,
Brett Kavanaugh,3,MD,Red,Trad,1992,,,0,0,0,2,0,0,,,
Tiradentes,3,Rio,Blue,Lib,1772,,1792,0,0,0,0,1,0,,,
Esek Hopkins,3,RI,Red,Mod,1744,1788,1802,0,0,0,0,2,0,,,
Michael Langley,3,LA,Blue,Mod,1988,,,0,0,0,0,1,0,,,
Laura Yeager,3,CA,Blue,Mod,1992,,,0,0,0,0,2,0,,,
Richard Cavasos,3,TX,Blue,Mod,1956,1984,2017,0,0,0,0,2,0,,,
George W Casey Sr,3,MA,Red,Mod,1948,,1970,0,0,0,0,2,0,,,
James Longstreet,3,GA,Blue,Mod,1848,1880,1904,0,0,0,0,2,0,1868,,
James B McPherson,3,OH,Red,Mod,1856,,1864,0,0,0,0,2,0,,,
Joseph E Johnston,3,VA,Blue,Trad,1832,1880,1891,0,0,0,0,2,0,,,
Henry W Halleck,3,CA,Blue,Mod,1840,,1872,0,0,0,0,2,1,,,
Richard Montgomery,3,NY,Blue,Mod,1764,,1775,0,0,0,0,2,0,,,
Rufus King II,3,NY,Red,Mod,1840,,1876,0,0,0,0,1,1,,,
Thomas Rice,3,MA,Red,Mod,1796,1820,1854,0,1,0,0,0,0,,,
Robert S Heflin,3,GA,Red,Lib,1840,1872,1901,0,1,0,0,0,0,,,
Chester D Hubbard,3,OH,Red,Cons,1840,1868,1891,0,1,0,0,0,0,,,
Frederick A Sawyer,3,MA,Red,Mod,1848,,1891,0,1,0,0,0,0,,,
Charles W Kendall,3,CA,Blue,Mod,1856,1876,1914,0,1,0,0,0,0,,,
John P Usher,3,IN,Red,Mod,1844,1868,1889,0,0,0,0,0,1,,,
Ely Parker,3,NY,Red,Lib,1856,,1895,0,0,0,0,1,1,,,
Paris Gibson,3,ME,Blue,Mod,1856,1904,1920,0,1,0,0,0,0,,,
Mary Fields,3,OH,Red,Lib,1860,,1914,0,0,0,0,0,1,,,
Charlemagne Tower Jr,3,PA,Red,Mod,1876,1908,1923,0,0,0,0,0,1,,,
Kittel Halvorson,3,MN,Blue,LW Pop,1872,1892,1936,0,1,0,0,0,0,,,
John W Leedy,3,KS,Red,Lib,1876,2000,1935,0,0,1,0,0,0,,,
Omer Madison Kem,3,NE,Blue,LW Pop,1880,1896,1942,0,1,0,0,0,0,,,
Eugene Meyer,3,CA,Red,Mod,1900,,1959,0,0,0,0,0,1,,,
James W Ford,3,AL,Red,Prog,1920,,1957,0,0,0,0,0,0,,,
William Henry Harrison III,3,IN,Red,Cons,1924,1972,1990,0,1,0,0,0,0,,,
Jocko Clark,3,OK,Red,Mod,1920,1956,1971,0,0,0,0,2,0,,,
Pierpont Morgan Hamilton,3,NY,Red,Mod,1924,1960,1982,0,0,0,0,1,0,,,
Nouriel Roubini,3,MA,Blue,Mod,1984,,,0,0,0,0,0,1,,,
Michael Hudson,3,NY,Blue,LW Pop,1964,,,0,0,0,0,0,1,,,
Nick Fish,3,NY,Blue,Lib,1984,,2020,0,0,0,0,0,1,,,
J Michelle Childs,3,SC,Blue,Lib,1992,,,0,0,0,1,0,0,,,
Francis Lewis,3,NY,Red,Mod,1740,1788,1802,0,1,0,0,0,0,,,
Lydia Taft,3,MA,Red,Mod,1740,,1778,0,0,0,0,0,1,,,
David Rittenhouse,3,PA,Red,Mod,1760,,1796,0,0,0,0,0,1,,,
Thomas Barbour,3,VA,Blue,Mod,1760,1792,1825,0,1,0,0,0,0,,,
Richard Bache,3,PA,Blue,Mod,1764,1792,1811,0,0,0,0,0,2,,,
Benjamin Taliaferro,3,GA,Blue,Cons,1776,1804,1821,0,0,0,1,1,0,,,
John Edwards,3,KY,Blue,Mod,1776,1800,1837,0,1,0,0,0,0,,,
John Smith,3,VA,Blue,Mod,1776,1816,1836,0,1,0,0,0,0,,,
John Twiggs,3,GA,Blue,Cons,1776,,1816,0,0,0,0,2,0,,,
James Booth Sr,3,DE,Blue,Mod,1780,1828,1828,0,0,0,1,0,1,,,
Elisha Mathewson,3,RI,Blue,Lib,1792,1812,1853,0,1,0,0,0,0,,,
James Wadsworth,3,NY,Red,Mod,1796,1840,1844,0,0,0,0,0,1,,,
Philip J Schuyler,3,NY,Red,Mod,1796,,1835,0,1,0,0,0,0,,,
Lewis Condict,3,NJ,Blue,Mod,1800,1832,1862,0,1,0,0,0,0,1824,,
Thomas Chandler,3,NH,Blue,Mod,1800,1832,1866,0,1,0,0,0,0,,,
Robert Allison,3,PA,Red,Mod,1804,,1840,0,1,0,0,1,0,,,
William Baylies,3,MA,Red,Cons,1804,1836,1865,0,1,0,0,0,0,,,
Zebulon Pike,3,NJ,Blue,Mod,1804,,1813,0,0,0,0,1,0,,,
George W P Custis,3,VA,Red,Cons,1808,1848,1857,0,0,0,0,1,1,,,
Absalom Boston,3,MA,Red,Lib,1812,,1855,0,0,0,0,0,1,,,
Israel Washburn,3,MA,Red,Mod,1812,1828,1876,0,1,0,0,0,0,,,
Charles King,3,NY,Red,Mod,1816,1844,1867,0,1,0,0,0,0,1824,,
James Booth Jr,3,DE,Red,Cons,1816,,1855,0,0,0,1,0,1,,,
John Campbell,3,SC,Blue,Cons,1816,1840,1866,0,0,0,0,0,1,,,
Benjamin Butler,3,NY,Blue,Mod,1820,,1858,0,1,0,0,0,1,,,
Josiah Tattnall,3,GA,Blue,Cons,1820,,1871,0,0,0,0,2,0,,,
Francis James,3,PA,Red,Trad,1824,1844,1886,0,1,0,0,0,0,,,
William Greene III,3,RI,Blue,Cons,1824,1868,1883,0,1,0,0,0,0,,,
James W Bradbury,3,ME,Blue,Mod,1828,1852,1901,0,1,0,0,0,0,,,
Valentine B Horton,3,OH,Red,Mod,1828,1864,1888,0,1,0,0,0,0,,,
Francisco Barroso,3,Brazil,Red,Cons,1832,,1882,0,0,0,0,2,0,,,
John W Crisfield,3,MD,Red,Cons,1832,1864,1897,0,1,0,0,0,0,,,
John A Campbell,3,AL,Blue,Cons,1836,1864,1889,0,0,0,2,0,1,,,
John P Cochran,3,DE,Blue,Prog,1836,1880,1898,0,0,1,0,0,0,,,
Mary Cheney Greeley,3,NY,Red,Prog,1836,,1872,0,0,0,0,0,1,,,
Albert Gallatin Edwards,3,MO,Red,Mod,1840,1868,1892,0,0,0,0,1,1,,,
Catherine Dean May,3,WA,Red,Lib,1940,1972,2004,0,1,0,0,0,0,,,
Fletcher Webster,3,MA,Red,Mod,1840,,1862,0,0,0,0,1,1,,,
John Lothrop Motley,3,MA,Red,Mod,1840,,1877,0,0,0,0,0,1,,,
Samuel Knox,3,MO,Red,Mod,1840,1864,1905,0,1,0,0,0,0,,,
Washington Townsend,3,PA,Red,Mod,1840,,1894,0,1,0,0,0,0,,,
Benjamin H Brewster,3,PA,Red,Mod,1844,1884,1888,0,0,0,0,0,1,,,
Benjamin S Edwards,3,IL,Red,Cons,1844,,1886,0,0,0,1,0,0,,,
Dudley C Denison,3,VT,Red,Lib,1844,1880,1905,0,1,0,0,0,0,,,
John F Starr,3,NJ,Red,Mod,1844,1868,1904,0,1,0,0,0,0,,,
John H Rice,3,ME,Red,Mod,1844,1868,1911,0,1,0,0,0,0,,,
Cornelius Cole,3,CA,Red,Mod,1848,1872,1924,0,1,0,0,0,0,,,
Lucien B Caswell,3,WI,Red,Mod,1852,1892,1919,0,1,0,0,0,0,,,
Robert C Brickell,3,AL,Blue,Cons,1852,1888,1900,0,0,0,1,0,0,,,
Charles Cogswell Doe,3,NH,Blue,Mod,1856,,1896,0,0,0,1,0,0,,,
Loren Fletcher,3,MN,Red,Mod,1860,1908,1919,0,1,0,0,0,0,,,
Richard Olney,3,MA,Blue,Cons,1860,1900,1917,0,0,0,0,0,2,,,
Charles F Manderson,3,NE,Red,Mod,1864,1896,1911,0,0,0,0,1,1,,,
David Josiah Brewer,3,KS,Red,Cons,1864,,1910,0,0,0,2,0,0,,,
Frederick Bromberg,3,AL,Blue,Cons,1864,1876,1930,0,1,0,0,0,0,,,
Milton Urner,3,MD,Red,Mod,1864,1884,1926,0,1,0,0,0,0,,,
Roswell K Colcord,3,NV,Red,Mod,1864,1896,1939,0,0,1,0,0,0,,,
Charles Emory Smith,3,PA,Red,Mod,1868,,1908,0,0,0,0,0,1,,,
Charles Phelps Taft,3,OH,Red,Mod,1868,1960,1929,0,1,0,0,0,0,,,
Frank Beltzhoover,3,PA,Blue,Mod,1868,,1923,0,1,0,0,0,0,,,
Hiram R Burton,3,DE,Red,Prog,1868,1908,1927,0,1,0,0,0,0,,,
Joseph C Breckinridge Sr,3,KY,Blue,Mod,1868,1904,1920,0,0,0,0,1,0,,,
William H H Miller,3,IN,Red,Mod,1868,1896,1917,0,0,0,0,0,1,,,
Andrew E Lee,3,SD,Blue,LW Pop,1872,1900,1934,0,0,1,0,0,0,,,
James Taliaferro,3,FL,Blue,Cons,1872,1912,1934,0,1,0,0,0,0,,,
Brooks Adams,3,MA,Red,Mod,1876,1920,1927,0,0,0,0,0,1,,,
David King Udall,3,AZ,Red,Mod,1876,1924,1938,0,1,0,0,0,0,,,
Edwin Dun,3,OH,Red,Mod,1876,1900,1931,0,0,0,0,0,1,,,
William Hornblower,3,NY,Blue,Cons,1876,,1914,0,0,0,2,0,0,,,
Charles B Timberlake,3,CO,Red,Mod,1880,1932,1941,0,1,0,0,0,0,,,
John Edward Kelley,3,SD,Blue,LW Pop,1880,1900,1941,0,1,0,0,0,0,,,
Schuyler Merritt,3,CT,Red,Cons,1880,1936,1953,0,1,0,0,0,0,,,
William Woodville Rockhill,3,CT,Red,Mod,1880,,1914,0,0,0,0,0,1,,,
George Wickersham,3,PA,Red,Mod,1884,1912,1936,0,0,0,0,0,1,,,
Joseph Ransdell,3,LA,Blue,Cons,1884,1932,1954,0,1,0,0,0,0,,,
Webb Hayes,3,OH,Red,Mod,1884,1920,1934,0,0,0,0,1,1,,,
Carter Harrison Jr,3,IL,Blue,Cons,1888,1908,1953,0,0,1,0,0,0,,,
Charles Sumner Hamlin,3,MA,Blue,Mod,1888,,1938,0,0,0,0,0,1,,,
Daniel Crissinger,3,OH,Blue,Cons,1888,1928,1942,0,0,0,0,0,1,,,
Edgar A McCulloch,3,AR,Blue,Cons,1888,1932,1933,0,0,0,1,0,0,,,
Harry A Garfield,3,OH,Red,Mod,1888,1908,1942,0,0,0,0,0,1,,,
Lawrence Phipps,3,CO,Red,Cons,1888,1932,1958,0,1,0,0,0,0,,,
Lindley Hadley,3,WA,Red,Mod,1888,1932,1948,0,1,0,0,0,0,,,
Martin Brumbaugh,3,PA,Red,Cons,1888,,1930,0,0,1,0,0,0,,,
Ralph H Cameron,3,AZ,Red,Cons,1888,1928,1953,0,1,0,0,0,0,,,
Susanna Salter,3,KS,Red,Trad,1888,1888,1961,0,0,1,0,0,0,,,
Holm Bursum,3,NM,Red,Mod,1892,1928,1953,0,1,0,0,0,0,,,
J Banks Kurtz,3,PA,Red,Mod,1892,1936,1960,0,1,0,0,0,0,,,
Joseph H Gaines,3,WV,Red,Mod,1892,1912,1951,0,1,0,0,0,0,,,
Lindley M Garrison,3,NJ,Blue,Mod,1892,,1932,0,0,0,0,0,1,,,
Maggie L Walker,3,VA,Red,Lib,1892,,1934,0,0,0,0,0,1,,,
Pierce Butler,3,MN,Blue,Cons,1892,,1939,0,0,0,2,0,0,,,
Robert P Lamont,3,IL,Red,Mod,1892,1932,1948,0,0,0,0,0,1,,,
William Larrabee,3,IN,Blue,Mod,1896,1944,1960,0,1,0,0,0,0,,,
Adam McMullen,3,NE,Red,Mod,1900,1932,1959,0,0,1,0,0,0,,,
Al Smith,3,NY,Blue,Lib,1900,1936,1944,0,1,2,0,0,0,,,
Carl W Riddick,3,MT,Red,Mod,1900,1924,1960,0,1,0,0,0,0,,,
Charles A Plumley,3,VT,Red,Mod,1900,1952,1964,0,1,0,0,0,0,,,
Cora Wilson Stewart,3,KY,Blue,Lib,1900,,1958,0,0,0,0,0,0,,,
D W Davis,3,ID,Red,Prog,1900,1928,1959,0,0,1,0,0,0,,,
Homer D Angell,3,OR,Red,Mod,1900,1956,1968,0,1,0,0,0,0,,,
Jesse H Jones,3,TX,Blue,Mod,1900,1948,1956,0,0,0,0,0,2,,,
Joseph R Knowland,3,CA,Red,Cons,1900,1916,1966,0,1,0,0,0,0,,,
Philip Traynor,3,DE,Blue,Mod,1900,1948,1962,0,1,0,0,0,0,,,
Albert Hawkes,3,NJ,Red,Mod,1904,1948,1971,0,1,0,0,0,0,,,
Guy Gillette,3,IA,Blue,Mod,1904,1956,1973,0,1,0,0,0,0,,,
James C Breckinridge,3,VA,Blue,Mod,1904,,1942,0,0,0,0,1,0,,,
Lucien D Gardner,3,AL,Blue,Trad,1904,1952,1952,0,0,0,1,0,0,,,
Ruth B Pratt,3,NY,Red,Mod,1904,1932,1965,0,1,0,0,0,0,,,
Simeon Willis,3,KY,Red,Cons,1904,1948,1965,0,0,1,0,0,0,,,
William Jardine,3,KS,Red,Mod,1904,1936,1955,0,0,0,0,0,2,,,
William P Hobby,3,TX,Blue,Cons,1904,1920,1964,0,0,1,0,0,0,,,
Arthur H James,3,PA,Red,Cons,1908,1944,1973,0,0,1,0,0,0,,,
Charles A Wolverton,3,NJ,Red,Lib,1908,1960,1969,0,1,0,0,0,0,,,
Felix Frankfurter,3,MA,Blue,Cons,1908,1964,1965,0,0,0,2,0,0,,,
Joseph Grew,3,MA,Red,Mod,1908,1948,1965,0,0,0,0,0,1,,,
John R Murdock,3,AZ,Blue,Mod,1912,1952,1972,0,1,0,0,0,0,,,
Nelson T Johnson,3,DC,Blue,Mod,1912,,1954,0,0,0,0,0,2,,,
Simon Bolivar Buckner Jr,3,KY,Blue,Cons,1912,,1945,0,0,0,0,2,0,,,
William S Hill,3,CO,Red,Mod,1912,1960,1972,0,1,0,0,0,0,,,
Charles Evans Hughes Jr,3,NY,Red,Mod,1916,,1950,0,0,0,0,0,1,,,
George M Humphrey,3,OH,Red,Cons,1916,1960,1970,0,0,0,0,0,2,,,
Ivor D Fenton,3,PA,Red,Mod,1916,1964,1986,0,1,0,0,0,0,,,
Richard E Byrd,3,VA,Blue,Cons,1916,,1957,0,0,0,0,1,0,,,
Abe Murdock,3,UT,Blue,Lib,1920,1948,1979,0,1,0,0,0,0,,,
J Carlton Loser,3,TN,Blue,Cons,1920,1964,1984,0,1,0,0,0,0,,,
Martin P Durkin,3,IL,Blue,Mod,1920,,1955,0,0,0,0,0,1,,,
Robert W Kean,3,NJ,Red,Mod,1920,1960,1980,0,1,0,0,0,0,,,
Thomas B McCabe,3,PA,Red,Mod,1920,,1982,0,0,0,0,0,1,,,
W H Duckworth,3,GA,Blue,Cons,1920,1968,1969,0,0,0,1,0,1,,,
Anthony J D Biddle Jr,3,PA,Red,Mod,1924,,1961,0,0,0,0,1,1,,,
Gene Black,3,GA,Blue,Mod,1924,,1992,0,0,0,0,0,1,,,
Oscar Chapman,3,CO,Blue,Cons,1924,1956,1978,0,0,0,0,0,1,,,
Robert D Blue,3,IA,Red,Cons,1924,1952,1989,0,1,1,0,0,0,,,
Walter W Bankhead,3,AL,Blue,Cons,1924,1948,1988,0,1,0,0,0,0,,,
Charles E Whittaker,3,MO,Red,Cons,1928,1964,1973,0,0,0,2,0,0,,,
Chet Holifield,3,CA,Blue,Mod,1928,1976,1995,0,1,0,0,0,0,,,
George Murphy,3,CA,Red,Mod,1928,1972,1992,0,1,0,0,0,0,,,
Herbert Hoover Jr,3,CA,Red,Mod,1928,,1969,0,0,0,0,0,1,,,
Leonor Sullvan,3,MO,Blue,Mod,1928,1976,1988,0,1,0,0,0,0,,,
William J Sebald,3,MD,Blue,Mod,1928,1960,1980,0,0,0,0,0,1,,,
Arthur F Burns,3,NJ,Red,Cons,1932,,1987,0,0,0,0,0,2,,,
Berkeley Bunker,3,NV,Blue,Mod,1932,1948,1999,0,1,0,0,0,0,,,
David T Martin,3,NE,Red,Mod,1932,1976,1997,0,1,0,0,0,0,,,
Frank B Morrison,3,NE,Blue,Mod,1932,1972,2004,0,0,2,0,0,0,,,
Julius Krug,3,WI,Blue,Mod,1932,,1970,0,0,0,0,0,2,,,
Maurine Brown Neuberger,3,OR,Blue,Mod,1932,1968,2000,0,1,0,0,0,0,,,
Nathan Bedford Forrest III,3,TN,Blue,Trad,1932,,1943,0,0,0,0,1,0,,,
Thomas E Morgan,3,PA,Blue,Mod,1932,1976,1995,0,1,0,0,0,0,,,
Charles Edward Bennett,3,FL,Blue,Cons,1936,1992,2003,0,1,0,0,0,0,,,
John F Aiso,3,CA,Blue,Mod,1936,1968,1987,0,0,0,1,1,0,,,
Virginia Smith,3,NE,Red,Cons,1936,1992,2006,0,1,0,0,0,0,,,
Anna Schwartz,3,NY,Blue,Mod,1940,,2012,0,0,0,0,0,1,,,
C Elmer Anderson,3,MN,Red,Mod,1940,1956,1998,0,0,1,0,0,0,,,
Don Samuelson,3,ID,Red,Cons,1940,1972,2000,0,0,1,0,0,0,,,
Ed Jones,3,TN,Blue,Mod,1940,1988,1999,0,1,0,0,0,0,,,
Garner Shriver,3,KS,Red,Mod,1940,1976,1998,0,1,0,0,0,0,,,
Maynard Dolloff,3,ME,Red,Mod,1940,1964,1999,0,1,1,0,0,0,,,
Nick Udall,3,AZ,Red,Mod,1940,1952,2005,0,0,1,0,0,0,,,
Potter Stewart,3,OH,Red,Mod,1940,1984,1985,0,0,0,2,0,0,,,
Robert G Stephens,3,GA,Blue,Cons,1940,1976,2003,0,1,0,0,0,0,,,
William Howard Taft III,3,OH,Red,Mod,1940,1960,1991,0,0,0,0,0,1,,,
Jack Miller,3,IA,Red,Mod,1944,1972,1994,0,1,0,1,0,0,,,
James Tobin,3,CT,Blue,Lib,1944,,2002,0,0,0,0,0,1,,,
John S Wold,3,WY,Red,Cons,1944,1972,2017,0,1,0,0,0,0,,,
Kingman Brewster Jr,3,CT,Red,Mod,1944,,1988,0,0,0,0,0,1,,,
Larry O'Brien,3,MA,Blue,Lib,1944,1972,1990,0,0,0,0,0,2,,,
Orvin Fjare,3,MT,Red,Cons,1944,1960,2011,0,1,0,0,0,0,,,
Vernon A Walters,3,FL,Red,Mod,1944,1996,2002,0,0,0,0,1,1,,,
Barbara Vucanovich,3,NV,Red,Cons,1948,1988,2013,0,1,0,0,0,0,,,
Bruce Sundlun,3,RI,Blue,Lib,1948,1996,2011,0,0,1,0,0,0,,,
Frank E Denholm,3,SD,Blue,Mod,1948,1976,2016,0,1,0,0,0,0,,,
Frank Evans,3,CO,Blue,Mod,1948,1980,2010,0,1,0,0,0,0,,,
Frank Thurtell,3,MD,Blue,Mod,1948,1988,2000,0,0,0,0,1,0,,,
James R Mann,3,SC,Blue,Cons,1948,1980,2010,0,1,0,0,0,0,,,
Leroy Blunt,3,MO,Red,Cons,1948,1988,2016,0,1,0,0,0,0,,,
Marjorie Holt,3,MD,Red,Mod,1948,1988,2018,0,1,0,0,0,0,,,
Marshall Parker,3,SC,Blue,Cons,1948,1968,2008,0,1,0,0,0,0,,,
Neal Smith,3,IA,Blue,Mod,1948,1996,,0,1,0,0,0,0,,,
Terrel Bell,3,TX,Red,Cons,1948,1984,1996,0,0,0,0,0,1,,,
Arliss Sturgulewski,3,AK,Red,Mod,1952,2000,,0,1,1,0,0,0,,,
Catherine Small Long,3,LA,Blue,Lib,1952,1988,2019,0,1,0,0,0,0,,,
Claude Brinegar,3,CA,Red,Mod,1952,1976,2009,0,0,0,0,0,1,,,
George Cabot Lodge II,3,MA,Red,Lib,1952,1964,,0,1,0,0,0,0,,,
Jeane Kirkpatrick,3,MD,Blue,Cons,1952,1992,2006,0,0,0,0,0,2,1984,,
Jim McClure,3,ID,Red,Cons,1952,1992,2011,0,1,0,0,0,0,,,
John Melcher,3,MT,Blue,Mod,1952,1988,2018,0,1,0,0,0,0,,,
John Spellman,3,WA,Red,Mod,1952,1988,2018,0,0,1,0,0,0,,,
Mary E Clarke,3,IA,Red,Mod,1952,1980,2011,0,0,0,0,2,0,,,
Robert C Murphy,3,MD,Blue,Mod,1952,1980,2000,0,0,0,1,0,1,,,
Walter Huddleston,3,KY,Blue,Mod,1952,1984,2018,0,1,0,0,0,0,,,
William E Simon,3,NJ,Red,Cons,1952,1980,2000,0,0,0,0,0,2,,,
Bill Frenzel,3,MN,Red,Mod,1956,1992,2014,0,1,0,0,0,0,,,
Bob F Smith,3,OR,Red,Mod,1956,2000,2020,0,1,0,0,0,0,,,
David Stanley,3,IA,Red,Cons,1956,1976,2015,0,1,0,0,0,0,,,
Dick Clark,3,IA,Blue,Lib,1956,1980,,0,1,0,0,0,0,,,
Elaine Edwards,3,LA,Blue,Mod,1956,1988,2018,0,1,0,0,0,0,,,
Fernand St. Germain,3,RI,Blue,Lib,1956,1988,2014,0,1,0,0,0,0,,,
Fred R Harris,3,OK,Blue,Lib,1956,1976,,0,1,0,0,0,0,,,
James Schlesinger,3,VA,Red,Cons,1956,1980,2014,0,0,0,0,0,2,,,
Lawrence Eagleburger,3,VA,Red,Cons,1956,1996,2011,0,0,0,0,0,2,,,
Lee Hamilton,3,IN,Blue,Mod,1956,2000,,0,1,0,0,0,0,,,
Nancy Teeters,3,DC,Blue,Mod,1956,,2014,0,0,0,0,0,1,,,
Phil Crane,3,IL,Red,Cons,1956,2004,2014,0,1,0,0,0,0,,,
Robert N C Nix Jr,3,PA,Blue,Lib,1956,1996,2003,0,0,0,1,0,0,,,
Thomas B Evans Jr,3,DE,Red,Mod,1956,1984,,0,1,0,0,0,0,,,
Beverly Byron,3,MD,Blue,Mod,1960,1992,,0,1,0,0,0,0,,,
Bud Shuster,3,PA,Red,Mod,1960,2000,,0,1,0,0,0,0,,,
Kay McFarland,3,KS,Red,Cons,1960,2008,2015,0,0,0,2,0,0,,,
Anthony Kennedy,3,CA,Red,Mod,1964,2020,,0,0,0,2,0,0,,,
David Souter,3,NH,Red,Mod,1964,2012,,0,0,0,2,0,1,,,
Ellen Johnson Sirleaf,3,Liberia,Blue,Mod,1964,,,0,0,0,0,0,1,2018,,
John Herrington,3,CA,Red,Mod,1964,1988,,0,0,0,0,1,1,,,
John W Snow,3,VA,Red,Mod,1964,2008,,0,0,0,0,0,1,,,
Maryanne Trump Barry,3,NJ,Red,Mod,1964,2020,,0,0,0,1,0,1,,,
Robert B Johnston,3,CA,Blue,Mod,1964,1996,,0,0,0,0,2,0,,,
Rose Elizabeth Bird,3,CA,Blue,Lib,1964,,1999,0,0,0,1,0,1,,,
Samuel Bodman,3,IL,Red,Mod,1964,2012,2018,0,0,0,0,0,1,,,
Ronald Moon,3,HI,Blue,Lib,1968,2012,,0,0,0,2,0,0,,,
Alphonso Jackson ,3,TX,Red,Mod,1972,2008,,0,0,0,0,0,1,,,
Anthony Principi,3,CA,Red,Cons,1972,2008,,0,0,0,0,1,1,,,
Christine M Durham,3,UT,Red,Mod,1972,2012,,0,0,0,2,0,0,,,
Douglas Ginsburg,3,DC,Red,Mod,1972,2008,,0,0,0,2,0,0,,,
Harriet Miers,3,TX,Red,Cons,1972,2008,,0,0,0,1,0,1,,,
Henry M Paulson,3,IL,Red,Cons,1972,2012,,0,0,0,0,0,2,,,
Jerry Nadler,3,NY,Blue,Lib,1972,,,0,1,0,0,0,1,,,
Jim Hannah,3,AR,Red,Cons,1972,2016,2016,0,0,0,2,0,0,,,
Jim Webb,3,VA,Red,Mod,1972,2016,,0,1,0,0,1,1,2008,,
Margaret H Marshall,3,MA,Blue,Lib,1972,2008,,0,0,0,2,0,0,,,
David Eisenhower,3,PA,Red,Mod,1976,1980,,0,0,0,0,1,1,,,
David Gilbertson,3,SD,Blue,Mod,1976,2020,,0,0,0,2,0,0,,,
John Tefft,3,DC,Red,Mod,1976,2020,,0,0,0,0,0,1,,,
Joseph E Lambert,3,KY,Red,Cons,1976,2008,,0,0,0,2,0,0,,,
Michelle Bachelet,3,South American,Blue,Lib,1976,,,0,0,0,0,0,1,,,
Scott Wallace,3,PA,Blue,Prog,1976,,,0,1,0,0,0,1,,,
Steven Chu,3,CA,Blue,Lib,1976,2012,,0,0,0,0,0,1,,,
Susan Eisenhower,3,PA,Red,Mod,1976,1980,,0,0,0,0,0,1,2008,,
Ben Bernanke,3,GA,Red,Mod,1980,2016,,0,0,0,0,0,2,2016,,
Bill Waller Jr,3,MS,Red,Cons,1980,2008,,0,0,1,2,0,0,,,
Condoleezza Rice,3,CA,Red,Mod,1980,,,0,1,1,0,0,1,,,
Jerome Powell,3,DC,Red,Cons,1980,,,0,0,0,0,0,2,,,
Rodney Slater,3,AR,Blue,Mod,1980,2008,,0,0,0,0,0,2,,,
Greg Mankiw,3,NJ,Red,Cons,1984,,,0,0,0,0,0,1,,,
Margaret Spellings,3,TX,Red,Mod,1984,2008,,0,0,0,0,0,2,,,
Penny Pritzker,3,IL,Blue,Lib,1984,,,0,0,0,0,0,2,,,
Sally Jewell,3,WA,Blue,Mod,1984,2020,,0,0,0,0,0,2,,,
Tony Garza,3,TX,Red,Mod,1984,2008,,0,0,0,1,0,1,,,
Antony Blinken,3,NY,Blue,Lib,1988,,,0,0,0,0,0,1,,,
Christopher Landau,3,MD,Red,Mod,1988,,,0,0,0,1,0,1,,,
Eugene Scalia,3,DC,Red,Trad,1988,,,0,0,0,1,0,1,,,
Lael Brainard,3,MA,Blue,Lib,1988,,,0,0,0,0,0,1,,,
Sally Yates,3,GA,Blue,Lib,1988,,,0,0,0,1,0,1,,,
Sarah Bloom Raskin,3,MD,Blue,Lib,1988,,,0,0,0,0,0,1,,,
Christopher Wray,3,GA,Red,Cons,1992,,,0,0,0,0,0,1,,,
Mark Labbett,3,AK,Red,Mod,1992,,,0,0,0,0,0,1,,,
Sylvia Matthews Burwell,3,DC,Blue,Mod,1992,,,0,0,0,0,0,1,,,
Alan Garceau,3,VT,Blue,Mod,1996,,,0,0,0,0,0,1,,,
Denis McDonough,3,MN,Blue,Mod,1996,,,0,0,0,0,0,1,,,
Miguel Cardona,3,CT,Blue,Lib,2000,,,0,0,0,0,0,1,,,
George P Bush,3,TX,Red,Mod,2004,,,0,0,0,0,1,1,,,
